id,date,ticker,emo_label,senti_label,original,processed
103007,2020-05-19,BA,anger,bullish,$BA I come to believe Rocket emoji is bad luck Boeing so I will use 🛸🛸🛸,Boeing I come to believe Rocket emoji is bad luck Boeing so I will use  [flying saucer]
103008,2020-05-19,FB,belief,bullish,$FB in for calls on dip after news. I like the catalyst a lot. 👍,Facebook in for calls on dip after news. I like the catalyst a lot.  [thumbs up]
103009,2020-05-19,BABA,belief,bullish,$BABA sold my 210 calls and brough 225 instead. Lower my risk and taking profits. Great run expecting more still. 💪,Alibaba sold my 210 calls and brough 225 instead. Lower my risk and taking profits. Great run expecting more still.  [flexed biceps]
103010,2020-05-19,TSLA,anxiety,bearish,"$TSLA this piece of 💩 will be 700 by Friday, load them puts up","Tesla this piece of  [pile of poo]  will be 700 by Friday, load them puts up"
103011,2020-05-19,BABA,amusement,bullish,$BABA it deserves 300 👏  they have done hardwork 💪,Alibaba it deserves 300  [clapping hands]   they have done hardwork  [flexed biceps]
103012,2020-05-20,AAPL,confusion,bearish,$AAPL looking for a correction. Double top. Shooting star. 🤷🏿‍♂️ I’m bearish! We’ll see what happens this week. There’s no divergence though. 🤔,Apple looking for a correction. Double top. Shooting star.  [man shrugging dark skin tone]  I’m bearish! We’ll see what happens this week. There’s no divergence though.  [thinking face]
103013,2020-05-20,LOW,panic,bullish,"$LOW was really hoping for 130 today heck right now I hope it goes back up to 125. 
My calls expire Friday😳","Lowe's was really hoping for 130 today heck right now I hope it goes back up to 125. 
My calls expire Friday [flushed face] "
103014,2020-05-20,TSLA,anxiety,bearish,"$TSLA Don’t worry guys. I’m a bear on this, so it’ll be going up. This is the only trade I’ve lost on recently. 😩😫","Tesla Don’t worry guys. I’m a bear on this, so it’ll be going up. This is the only trade I’ve lost on recently.  [weary face]  [tired face] "
103015,2020-05-20,TSLA,confusion,bearish,$TSLA another pump and dump? I’m sure you bulls will continue to hold just in case this thing moons for no reason 😂,Tesla another pump and dump? I’m sure you bulls will continue to hold just in case this thing moons for no reason  [face with tears of joy]
103016,2020-05-20,AAPL,optimism,bearish,"$AAPL good pop but sorry I am not dump to take it long here
😜😜","Apple good pop but sorry I am not dump to take it long here
 [winking face with tongue]  "
103017,2020-05-20,LOW,optimism,bullish,$LOW 🚨BTO LOW 135C @.05 5/22 (15contracts) for a swing .,Lowe's  [police car light] BTO LOW 135C @.05 5/22 (15contracts) for a swing .
103018,2020-05-20,NFLX,optimism,bearish,"$NFLX uh oh, wake up bears, we bout to take over 🐻","Netflix uh oh, wake up bears, we bout to take over  [bear] "
103019,2020-05-20,BA,anger,bearish,$BA isn't really going up with the market today. Showing relative weakness. Does this mean Traders will take profits? 🤷‍♂️,Boeing isn't really going up with the market today. Showing relative weakness. Does this mean Traders will take profits?  [man shrugging]
103020,2020-05-20,BA,optimism,bearish,$BA yesssss keep on coming downnnnnnnnn!! 😅,Boeing yesssss keep on coming downnnnnnnnn!!  [grinning face with sweat]
103021,2020-05-20,TSLA,disgust,bearish,$TSLA nasdaq is the only reason anything is green 😑🤦🏽‍♂️,Tesla nasdaq is the only reason anything is green  [expressionless face]  [man facepalming medium skin tone]
103022,2020-05-20,TSLA,optimism,bearish,"$TSLA short closed 1.2k profit, holding june put until EOD deep pull back 🤑","Tesla short closed 1.2k profit, holding june put until EOD deep pull back  [money mouth face] "
103023,2020-05-20,BABA,excitement,bullish,$BABA Green light sabers baby...GAGA 4 BABA!!! 🚀🚀🚀,Alibaba Green light sabers baby...GAGA 4 BABA!!!  [rocket]
103024,2020-05-20,FB,anger,bullish,"$FB Where are the 🐻s who told me to sell this at $150?!?! 🤷‍♂️ I told you 🤡s, you can't cuck the Zuck!","Facebook Where are the  [bear] s who told me to sell this at $150?!?!  [man shrugging]  I told you  [clown face] s, you can't cuck the Zuck!"
103025,2020-05-20,FB,optimism,bullish,$FB A message to the shorts/bears 🤷🏻‍♂️,Facebook A message to the shorts/bears  [man shrugging light skin tone]
103026,2020-05-20,BABA,optimism,bullish,$BABA thank you shorts for the extra shares👍🏽,Alibaba thank you shorts for the extra shares [thumbs up medium skin tone]
103027,2020-05-20,BABA,optimism,bullish,$BABA people on here are funny spouting any reason to take a company down.  See the news comes out and everyone flee  yet if you read it carefully it states exactly what is going to happen to delist ... could take years. Let’s focus on earnings 😉,Alibaba people on here are funny spouting any reason to take a company down.  See the news comes out and everyone flee  yet if you read it carefully it states exactly what is going to happen to delist ... could take years. Let’s focus on earnings  [winking face]
103028,2020-05-20,DIS,anxiety,bearish,$DIS Disney is only 8% off pre corona SP. 😂,Disney Disney is only 8% off pre corona SP.  [face with tears of joy]
103029,2020-05-20,AMZN,excitement,bullish,"$AMZN There it is!   AMZN just hit $2,500 for the first time ever 🎉🎊🥳  On the close too!","Amazon There it is!   AMZN just hit $2,500 for the first time ever  [party popper]  [confetti ball]  [partying face]   On the close too!"
103030,2020-05-20,AMZN,amusement,bullish,$AMZN so happy I got in at 1700.🤣,Amazon so happy I got in at 1700. [rolling on the floor laughing]
103031,2020-05-21,TSLA,excitement,bullish,"$TSLA 1000. Due after that 100 😜,  1-10 split !!","Tesla 1000. Due after that 100  [winking face with tongue] ,  1-10 split !!"
103032,2020-05-21,DIS,ambiguous,bullish,$DIS when u richer than Walt Disney and Walt Chamberlain 🏀😬👁📈,Disney when u richer than Walt Disney and Walt Chamberlain  [basketball]  [grimacing face]  [eye]  [chart increasing]
103033,2020-05-21,FB,anxiety,bullish,$FB still have 6 out of my original 45 .... 220 calls for tomorrow 🤷🏻‍♂️🧐,Facebook still have 6 out of my original 45 .... 220 calls for tomorrow  [man shrugging light skin tone]  [face with monocle]
103034,2020-05-21,NFLX,ambiguous,bearish,$NFLX sell your call for a loss already 😂,Netflix sell your call for a loss already  [face with tears of joy]
103035,2020-05-21,BA,excitement,bullish,$BA 🤗✈️ patience friends this going to be long trip 🙏,Boeing  [smiling face with open hands]  [airplane]  patience friends this going to be long trip  [folded hands]
103036,2020-05-21,AAPL,optimism,bullish,$AAPL Still holding calls since last Friday 🤠,Apple Still holding calls since last Friday  [cowboy hat face]
103037,2020-05-21,LOW,optimism,bullish,$LOW looks like this is the safe play for the day🤗🤗🤗🤗🤗🤗🤗,Lowe's looks like this is the safe play for the day [smiling face with open hands]
103038,2020-05-21,TSLA,excitement,bullish,$TSLA just sold first call and bought first put to hedge calls (swing position) that are up very nicely on that pop. 👍,Tesla just sold first call and bought first put to hedge calls (swing position) that are up very nicely on that pop.  [thumbs up]
103039,2020-05-21,TSLA,excitement,bullish,$TSLA bought the dip at 802 👊🏻,Tesla bought the dip at 802  [oncoming fist light skin tone]
103040,2020-05-21,AAPL,depression,bearish,$AAPL i was hoping this will close under 312 today😭😭,Apple i was hoping this will close under 312 today [loudly crying face]
103041,2020-05-21,NVDA,confusion,bearish,$NVDA why would this move it had a huuugggeee run into earnings.. 🤔,NVIDIA why would this move it had a huuugggeee run into earnings..  [thinking face]
103042,2020-05-21,NVDA,anxiety,bearish,$NVDA Pre earnings run up was when the money 💰 was made! Priced in,NVIDIA Pre earnings run up was when the money  [money bag]  was made! Priced in
103043,2020-05-21,AMZN,anxiety,bearish,$AMZN the down move is not going to stop 🛑 sûre 🙃,Amazon the down move is not going to stop  [stop sign]  sûre  [upside down face]
103044,2020-05-21,FB,disgust,bullish,$FB could we just go full Shopify lol 😆 tall ask I know but that would be great 🙃,Facebook could we just go full Shopify lol  [grinning squinting face]  tall ask I know but that would be great  [upside down face]
103045,2020-05-21,BA,ambiguous,bullish,$BA any word from Warren Buffett ? hahaha 😂,Boeing any word from Warren Buffett ? hahaha  [face with tears of joy]
103046,2020-05-22,BABA,ambiguous,bearish,"$BABA 

Nice drop this morning. I said it bull trap for those who had calls since yesterday. 
🤭🤭","Alibaba 

Nice drop this morning. I said it bull trap for those who had calls since yesterday. 
 [face with hand over mouth]  "
103047,2020-05-22,BA,optimism,bullish,"$BA down day tomorrow, hang seng dropped 5% with China tension. I’ll be back Tuesday 🚀 enjoy the long weekend !","Boeing down day tomorrow, hang seng dropped 5% with China tension. I’ll be back Tuesday  [rocket]  enjoy the long weekend !"
103048,2020-05-22,BABA,panic,bearish,$BABA Asian markets burning 🥵 tonight! Hang Seng Down now 1247,Alibaba Asian markets burning  [hot face]  tonight! Hang Seng Down now 1247
103049,2020-05-22,TSLA,excitement,bullish,"$TSLA Alright bears, how are we feeling today 😉🖕","Tesla Alright bears, how are we feeling today  [winking face]  [middle finger] "
103050,2020-05-22,BABA,optimism,bearish,$BABA lol inflated untrustworthy earnings here have never moved the stock price 😂😂😂,Alibaba lol inflated untrustworthy earnings here have never moved the stock price  [face with tears of joy]
103051,2020-05-22,HD,optimism,bullish,$HD looks bullish on the 4H 🙌,Home Depot looks bullish on the 4H  [raising hands]
103052,2020-05-22,FB,anxiety,bullish,$FB might get some jitters here as Dow is turning bullish right now. When it does FB will get 🔥,Facebook might get some jitters here as Dow is turning bullish right now. When it does FB will get  [fire]
103053,2020-05-22,TSLA,amusement,bullish,"$TSLA  😎   Tesla is like 'Apple 20 years ago,' Morgan Stanley says - Business Insider 🚀","Tesla   [smiling face with sunglasses]    Tesla is like 'Apple 20 years ago,' Morgan Stanley says - Business Insider  [rocket] "
103054,2020-05-22,DIS,anger,bearish,"$DIS Bulls theory, “If it pushes the X index up then it will surpass the Y vertical candle blah, blah, blah 🤢🤮”. Translation: it might go up or it might go down.","Disney Bulls theory, “If it pushes the X index up then it will surpass the Y vertical candle blah, blah, blah  [nauseated face]  [face vomiting] ”. Translation: it might go up or it might go down."
103055,2020-05-22,FB,optimism,bullish,$FB left my calls in my space n come over to FB 😂 lol,Facebook left my calls in my space n come over to FB  [face with tears of joy]  lol
103056,2020-05-22,BABA,anxiety,bearish,$BABA correction on earnings its 1 BILILION dollars in losses for the quarter not million🙄🙄,Alibaba correction on earnings its 1 BILILION dollars in losses for the quarter not million [face with rolling eyes]
103057,2020-05-22,BABA,belief,bearish,$BABA official out of this! Trump has done ✅ his job!,Alibaba official out of this! Trump has done  [check mark button]  his job!
103058,2020-05-22,NVDA,disgust,bearish,"$NVDA Early dump 💩 then one last squeeze and then falls off a cliff 1hr b4 close. If not, o well still made money this week 😃","NVIDIA Early dump  [pile of poo]  then one last squeeze and then falls off a cliff 1hr b4 close. If not, o well still made money this week  [grinning face with big eyes] "
103059,2020-05-22,TSLA,disgust,bullish,$TSLA ready for this ...going to close green🤣,Tesla ready for this ...going to close green [rolling on the floor laughing]
103060,2020-05-22,FB,optimism,bullish,$FB love to see solid movement upwards 💵 I was scared a little around 9:30/10 am but fb shops will make this a $350 stock. Open YA EYES PEOPLE. This ain’t 1960 anymore,Facebook love to see solid movement upwards  [dollar banknote]  I was scared a little around 9:30/10 am but fb shops will make this a $350 stock. Open YA EYES PEOPLE. This ain’t 1960 anymore
103061,2020-05-22,BABA,optimism,bearish,$BABA Gotta flow with the trend. Solid short today 💪🏾.,Alibaba Gotta flow with the trend. Solid short today  [flexed biceps medium dark skin tone] .
103062,2020-05-22,NVDA,belief,bullish,$NVDA 💪intraday all time high and an all time high close 👏💪,NVIDIA  [flexed biceps] intraday all time high and an all time high close  [clapping hands]
103063,2020-05-22,TSLA,belief,bearish,"$TSLA When this goes down to low $200’s in late July or early August, I will hire the past three world strongest man winners to carry my 💰 💰 💰 for me. It may dip below $200, but I am not greedy.","Tesla When this goes down to low $200’s in late July or early August, I will hire the past three world strongest man winners to carry my  [money bag]      for me. It may dip below $200, but I am not greedy."
103064,2020-05-23,TSLA,amusement,bearish,$TSLA bought some puts 3:00 pm today. Holding over the weekend. I like volatility 😎,Tesla bought some puts 3:00 pm today. Holding over the weekend. I like volatility  [smiling face with sunglasses]
103065,2020-05-23,FB,anxiety,bullish,$FB remember when Facebook was $199 and the 🌈 🐻  here said it’s going back down to 149?,Facebook remember when Facebook was $199 and the  [rainbow]   [bear]   here said it’s going back down to 149?
103066,2020-05-23,TSLA,disgust,bearish,$TSLA Tesla is still a nice stock but...YOU SUCK ELON IMO!....MY STIMULUS CHECK!! 😂,Tesla Tesla is still a nice stock but...YOU SUCK ELON IMO!....MY STIMULUS CHECK!!  [face with tears of joy]
103067,2020-05-25,AAPL,confusion,bearish,$AAPL China loved the Huawei news and they will love this... super bullish.... right? 🤔🤣,Apple China loved the Huawei news and they will love this... super bullish.... right?  [thinking face]  [rolling on the floor laughing]
103068,2020-05-26,AAPL,optimism,bearish,$AAPL Round 2 today- told y’all the gap up would pay!😎,Apple Round 2 today- told y’all the gap up would pay! [smiling face with sunglasses]
103069,2020-05-26,AAPL,anxiety,bearish,$AAPL scale out more up 35% from alert ✅,Apple scale out more up 35% from alert  [check mark button]
103070,2020-05-26,AAPL,amusement,bearish,$AAPL bulls saw that ATH and thought it was payday 😂 hilarious,Apple bulls saw that ATH and thought it was payday  [face with tears of joy]  hilarious
103071,2020-05-26,CCL,excitement,bullish,$CCL Meet me on the pool deck bar! I’m good with any carnival ship! Cheers!🍻📈↗️,Carnival Meet me on the pool deck bar! I’m good with any carnival ship! Cheers! [clinking beer mugs]  [chart increasing]  [up right arrow]
103072,2020-05-26,NVDA,optimism,bearish,$NVDA u guys promised me 400 today 🤪🤪🤪,NVIDIA u guys promised me 400 today  [zany face]
103073,2020-05-27,AAPL,ambiguous,bearish,$AAPL trump to hit China with sanctions this week 🤦‍♂️,Apple trump to hit China with sanctions this week  [man facepalming]
103074,2020-05-27,CCL,amusement,bullish,"$CCL Futes up 1% = CCL up 8%+ 

I love it 🤣🤣😁","Carnival Futes up 1% = CCL up 8%+ 

I love it  [rolling on the floor laughing]   [beaming face with smiling eyes] "
103075,2020-05-27,JPM,optimism,bullish,$JPM It's gonna be a beautiful day🥰🥰🥰,JPMorgan It's gonna be a beautiful day [smiling face with hearts]
103076,2020-05-27,AAPL,anxiety,bearish,$AAPL I’ll see you guys under $300 ✌🏽,Apple I’ll see you guys under $300  [victory hand medium skin tone]
103077,2020-05-27,JPM,belief,bullish,$JPM  @100 is like buying Facebook at 100. 😛,JPMorgan  @100 is like buying Facebook at 100.  [face with tongue]
103078,2020-05-27,AMZN,belief,bearish,$AMZN bag of weekly puts this morning!  $2300 by Friday or before 🔥🔥🔥🔥,Amazon bag of weekly puts this morning!  $2300 by Friday or before  [fire]
103079,2020-05-27,BRK.B,optimism,bullish,$BRK.B keep going up 👌👍,Berkshire Hathaway keep going up  [OK hand]  [thumbs up]
103080,2020-05-27,AAPL,ambiguous,bearish,$AAPL dumping on good news? What it will do when China sanctions news hits? 😃,Apple dumping on good news? What it will do when China sanctions news hits?  [grinning face with big eyes]
103081,2020-05-27,AAPL,ambiguous,bearish,"$AAPL Congratulations OP!
We did it again🤷🏼‍♂️😎","Apple Congratulations OP!
We did it again [man shrugging medium light skin tone]  [smiling face with sunglasses] "
103082,2020-05-27,FB,optimism,bearish,$FB these puts it printing money 💰,Facebook these puts it printing money  [money bag]
103083,2020-05-27,TSLA,belief,bullish,$TSLA call me greedy but I want one last dip to load up more calls before launch... 🚀🚀🚀🚀,Tesla call me greedy but I want one last dip to load up more calls before launch...  [rocket]
103084,2020-05-27,FB,anxiety,bearish,$FB  this what hurt us this morning😥😥😴,Facebook  this what hurt us this morning [sad but relieved face]   [sleeping face]
103085,2020-05-27,MSFT,anxiety,bearish,$MSFT will pass 188? I dont think so🙃,Microsoft will pass 188? I dont think so [upside down face]
103086,2020-05-27,TSLA,disgust,bullish,"$TSLA get in before battery, look up vehicle to grid 🚀","Tesla get in before battery, look up vehicle to grid  [rocket] "
103087,2020-05-27,CCL,excitement,bullish,$CCL 100% ..this will hit 20 no doubt hold the line and B patient 💥💥💥🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀,Carnival 100% ..this will hit 20 no doubt hold the line and B patient  [collision]    [rocket]
103088,2020-05-27,KO,excitement,bullish,$KO ya y'all strong until another wave come through😂. Congrats bulls tho!!,Coca-Cola  ya y'all strong until another wave come through [face with tears of joy] . Congrats bulls tho!!
103089,2020-05-27,TSLA,belief,bullish,$TSLA Next attempt to launch 🚀 on Saturday at 12:22pm PST / 3:22pm EST. This was why I bought shares versus calls.,Tesla Next attempt to launch  [rocket]  on Saturday at 12:22pm PST / 3:22pm EST. This was why I bought shares versus calls.
103090,2020-05-27,BA,excitement,bullish,$BA Huston we have a liftoff🚀✈️🌕. Breaking out!,Boeing Huston we have a liftoff [rocket]  [airplane]  [full moon] . Breaking out!
103091,2020-05-27,FB,anxiety,bearish,$FB  $215 tomorrow.  Regulation coming. Launch 🚀 cancelled. This will go up $250. But not tomorrow,Facebook  $215 tomorrow.  Regulation coming. Launch  [rocket]  cancelled. This will go up $250. But not tomorrow
103092,2020-05-27,SBUX,excitement,bullish,$SBUX get ready to get punished bears 😹😹😹😹😹😹😹😹😹😹😹😹😹,Starbucks get ready to get punished bears  [cat with tears of joy]
103093,2020-05-27,AAPL,disgust,bullish,$AAPL small caps are the move 🤤👍 and of course apple,Apple small caps are the move  [drooling face]  [thumbs up]  and of course apple
103094,2020-05-27,BABA,amusement,bearish,"$BABA you’re right, maybe I should leave BABA alone, I’ll pick on JD next time 😂, 10k Posts and never touched the Bear tag, Short or Put never as I do well my own way, GL, I’ll be back at $188 to say I told you so","Alibaba you’re right, maybe I should leave BABA alone, I’ll pick on JD next time  [face with tears of joy] , 10k Posts and never touched the Bear tag, Short or Put never as I do well my own way, GL, I’ll be back at $188 to say I told you so"
103095,2020-05-28,TSLA,anxiety,bullish,$TSLA 830 resistance being re-tested often proves that the bulls have the power. Bears stubborn enough to hold will lose not just your capital but probably your house too 🐒🤡,Tesla 830 resistance being re-tested often proves that the bulls have the power. Bears stubborn enough to hold will lose not just your capital but probably your house too  [monkey]  [clown face]
103096,2020-05-28,JNJ,optimism,bullish,$JNJ nice nice... Sold my calls a bit too early still a very decent return in just 2 days 😇,Johnson & Johnson nice nice... Sold my calls a bit too early still a very decent return in just 2 days  [smiling face with halo]
103097,2020-05-28,BA,anxiety,bullish,$BA This is a $389 stock buy buy buy 🚀🚀,Boeing This is a $389 stock buy buy buy  [rocket]
103098,2020-05-28,DIS,optimism,bullish,$DIS not letting it drop below $118😄😄,Disney not letting it drop below $118 [grinning face with smiling eyes]
103099,2020-05-28,TSLA,belief,bullish,$TSLA hasn’t moved in such a narrow range like this since last December. 🤦🏼‍♀️ i’m still eyeing Breakout in the $900 range,Tesla hasn’t moved in such a narrow range like this since last December.  [woman facepalming medium light skin tone]  i’m still eyeing Breakout in the $900 range
103100,2020-05-28,BA,surprise,bullish,$BA I can’t believe the bears actually think it’s going to close under $150 and settle at about $144 🤣🤣🤣🤣,Boeing I can’t believe the bears actually think it’s going to close under $150 and settle at about $144  [rolling on the floor laughing]
103101,2020-05-28,CCL,excitement,bullish,$CCL quite the bounce off 16 😎🔥📈,Carnival quite the bounce off 16  [smiling face with sunglasses]  [fire]  [chart increasing]
103102,2020-05-28,CCL,disgust,bullish,$CCL bought the dip at $16.10 🤷🏽‍♂️👍🏼,Carnival bought the dip at $16.10  [man shrugging medium skin tone]  [thumbs up medium light skin tone]
103103,2020-05-28,TSLA,optimism,bearish,$TSLA Wouldn`t it be nice if Powell would press the wrong button for a moment and sell the ETFs now 🤗,Tesla Wouldn`t it be nice if Powell would press the wrong button for a moment and sell the ETFs now  [smiling face with open hands]
103104,2020-05-28,DIS,anxiety,bearish,$DIS when I see mostly bullish posts here its time to buy puts 😆,Disney when I see mostly bullish posts here its time to buy puts  [grinning squinting face]
103105,2020-05-28,TSLA,confusion,bearish,$TSLA I wonder when Elon starts dumping shares so he can exercise all these options 🤔 he has to hold for 5 years and put up a ton of money,Tesla I wonder when Elon starts dumping shares so he can exercise all these options  [thinking face]  he has to hold for 5 years and put up a ton of money
103106,2020-05-28,JPM,disgust,bearish,$JPM don't fight it just go sub 100 😏,JPMorgan don't fight it just go sub 100  [smirking face]
103107,2020-05-29,TSLA,confusion,bearish,$TSLA This POS freaks me out! This is overvalued and no we won't go higher. How often do you want to try? 🙄,Tesla This POS freaks me out! This is overvalued and no we won't go higher. How often do you want to try?  [face with rolling eyes]
103108,2020-05-29,WMT,disgust,bullish,$WMT officially the worst pos ever 😂 still long tho,Walmart officially the worst pos ever  [face with tears of joy]  still long tho
103109,2020-05-29,TSLA,disgust,bearish,$TSLA did this stock even open this week ? 😂😂😂😂,Tesla did this stock even open this week ?  [face with tears of joy]
103110,2020-05-29,BABA,confusion,bearish,"$BABA why the f#ck is this going up? is any one thinking orange is going to be anything less than brutal to good ol China? I dont get it, I was expecting my short to be juicy by now 🙄🙄","Alibaba why the f#ck is this going up? is any one thinking orange is going to be anything less than brutal to good ol China? I dont get it, I was expecting my short to be juicy by now  [face with rolling eyes]  "
103111,2020-05-29,BA,excitement,bullish,$BA 130s baby 🚀🚀🚀 I want to start my long position for the summer,Boeing 130s baby  [rocket]    I want to start my long position for the summer
103112,2020-05-29,JPM,belief,bearish,$JPM weird pump on SPY on bad news but ok.. EOD selloff and we are back in business 😏,JPMorgan weird pump on SPY on bad news but ok.. EOD selloff and we are back in business  [smirking face]
103113,2020-05-29,PYPL,belief,bullish,"$PYPL love the vision as well as the company stock 💯 
I’m following the fin-tech industry, and what Paypal is doing at the moment is the future 🎉","PayPal love the vision as well as the company stock  [hundred points]  
I’m following the fin-tech industry, and what Paypal is doing at the moment is the future  [party popper] "
103114,2020-05-29,BABA,disgust,bullish,$BABA Sherry stoped posting on BABA board 😂 wait till we have a red day. 😆,Alibaba Sherry stoped posting on BABA board  [face with tears of joy]  wait till we have a red day.  [grinning squinting face]
103115,2020-05-29,NFLX,excitement,bullish,$NFLX yup I’m ready for 450 😘🚀,Netflix yup I’m ready for 450  [face blowing a kiss]  [rocket]
103116,2020-05-29,TSLA,amusement,bullish,$TSLA  DOES ANYONE KNOW WEN IS THE UPCOMING BATREY DAY ✊🏽😎,Tesla  DOES ANYONE KNOW WEN IS THE UPCOMING BATREY DAY  [raised fist medium skin tone]  [smiling face with sunglasses]
103117,2020-05-30,TSLA,excitement,bullish,$TSLA Tesla paid for this groovy hot tub.  Thanks Elon! 😘🎉🥂,Tesla Tesla paid for this groovy hot tub.  Thanks Elon!  [face blowing a kiss]  [party popper]  [clinking glasses]
103118,2020-05-30,TSLA,excitement,bullish,"$TSLA 

UK 🇬🇧 wants a Tesla GF5 !! 

No problem show me the money UK! 🚀🚀🇬🇧","Tesla 

UK  [United Kingdom]  wants a Tesla GF5 !! 

No problem show me the money UK!  [rocket]   "
103119,2020-05-30,TSLA,belief,bullish,$TSLA glad I held💪🏽 looking for a gap up Monday👀,Tesla glad I held [flexed biceps medium skin tone]  looking for a gap up Monday [eyes]
103120,2020-05-30,TSLA,belief,bullish,$TSLA the 900$ calls always a good play when bulls out!!✅,Tesla the 900$ calls always a good play when bulls out!! [check mark button]
103121,2020-05-30,AAPL,optimism,bearish,"$AAPL super cycle's done 🍎fam, it's over","Apple super cycle's done  [red apple] fam, it's over"
103122,2020-05-30,TSLA,amusement,bullish,$TSLA right back up there August 30th !!🥳🥳🥳,Tesla right back up there August 30th !! [partying face]
103123,2020-05-30,TSLA,amusement,bullish,$TSLA Congratulations 🎊🎉 beautiful launch 🚀 $1k Monday,Tesla Congratulations  [confetti ball]  [party popper]  beautiful launch  [rocket]  $1k Monday
103124,2020-05-30,TSLA,excitement,bullish,"$TSLA if today was Monday, this would 🚀 to 1000++++++","Tesla if today was Monday, this would  [rocket]  to 1000++++++"
103125,2020-05-30,TSLA,excitement,bullish,"$TSLA SpaceX launch was incredible to watch, looking forward to the future of the United States of America! 🚀🚀🚀🚀🚀","Tesla SpaceX launch was incredible to watch, looking forward to the future of the United States of America!  [rocket]     "
103126,2020-06-01,AAPL,confusion,bullish,$AAPL we’ll rested and ready to run 🏃,Apple we’ll rested and ready to run  [person running]
103127,2020-06-01,AAPL,surprise,bullish,"$AAPL news just dropped that Schultz  Acquisition is merging with Clever Leaves cannabis company, bringing them public!!! Get in on the warrants while they’re low! Ticker is SAMA.🎁🏦","Apple news just dropped that Schultz  Acquisition is merging with Clever Leaves cannabis company, bringing them public!!! Get in on the warrants while they’re low! Ticker is SAMA. [wrapped gift]  [bank] "
103128,2020-06-01,TSLA,excitement,bullish,$TSLA Man stop fighting and let it RIIIIIIDE!! 🙏🏾 ✈️ 🚀 🌕 💵 $1020+ this week,Tesla Man stop fighting and let it RIIIIIIDE!!  [folded hands medium dark skin tone]   [airplane]   [rocket]   [full moon]   [dollar banknote]  $1020+ this week
103129,2020-06-01,TSLA,optimism,bullish,"$TSLA It's ok short turds, the next scam-demic you'll be able to cover your shares 😄","Tesla It's ok short turds, the next scam-demic you'll be able to cover your shares  [grinning face with smiling eyes] "
103130,2020-06-01,TSLA,optimism,bullish,$TSLA Called 900$.... close enough💰,Tesla Called 900$.... close enough [money bag]
103131,2020-06-01,TSLA,disgust,bullish,$TSLA who’s arguing with me yesterday? 😆 some bears were saying $800 open. Where are they now 🤣?,Tesla who’s arguing with me yesterday?  [grinning squinting face]  some bears were saying $800 open. Where are they now  [rolling on the floor laughing] ?
103132,2020-06-02,TSLA,optimism,bullish,"$TSLA 
Twitter is going through legal trouble !! Not a bad idea 💡👌","Tesla 
Twitter is going through legal trouble !! Not a bad idea  [light bulb]  [OK hand] "
103133,2020-06-02,TSLA,anger,bullish,$TSLA no more crazy tweet from Elon for a while. 🌈 🐻 must be disappointed.,Tesla no more crazy tweet from Elon for a while.  [rainbow]   [bear]  must be disappointed.
103134,2020-06-02,AMZN,amusement,bullish,$AMZN Sell high buy low... rinse and repeat!! 🌻😊🌻,Amazon Sell high buy low... rinse and repeat!!  [sunflower]  [smiling face with smiling eyes]
103135,2020-06-02,MSFT,disgust,bearish,$MSFT lol... all the bulls out in full force today... can't wait to see their sad little faces when this gets kicked down and pinned to 183 once again!😂,Microsoft lol... all the bulls out in full force today... can't wait to see their sad little faces when this gets kicked down and pinned to 183 once again! [face with tears of joy]
103136,2020-06-02,TSLA,belief,bullish,$$TSLA if we don’t hear any negative noisy we would see $1000 within one week.🚀🚀🚀💪,$Tesla if we don’t hear any negative noisy we would see $1000 within one week. [rocket]    [flexed biceps]
103137,2020-06-02,TSLA,anxiety,bullish,$TSLA People trying their best to hold this down 🤦🏾‍♂️,Tesla People trying their best to hold this down  [man facepalming medium dark skin tone]
103138,2020-06-02,BA,amusement,bullish,$BA who else is making bank on the $160 06/05 calls? 😁,Boeing who else is making bank on the $160 06/05 calls?  [beaming face with smiling eyes]
103139,2020-06-02,NFLX,optimism,bullish,$NFLX patience and waiting for my 450 squeeze don’t fail me 😂🤪,Netflix patience and waiting for my 450 squeeze don’t fail me  [face with tears of joy]  [zany face]
103140,2020-06-02,BABA,disgust,bearish,$BABA where’s the bears HAHAHAHA calls baby calls call me maybe 🤢🤑,Alibaba where’s the bears HAHAHAHA calls baby calls call me maybe  [nauseated face]  [money mouth face]
103141,2020-06-02,AMZN,belief,bullish,"$AMZN for such a high price stock, I expect bigger moves up. What is this flat nonsense? A stock split would be nice 👍🏼","Amazon for such a high price stock, I expect bigger moves up. What is this flat nonsense? A stock split would be nice  [thumbs up medium light skin tone] "
103142,2020-06-02,TSLA,optimism,bullish,$TSLA might see green . Never know 🤞,Tesla might see green . Never know  [crossed fingers]
103143,2020-06-02,FB,confusion,bullish,$FB re entered in at 227.90 with some more calls 😛,Facebook re entered in at 227.90 with some more calls  [face with tongue]
103144,2020-06-02,TSLA,excitement,bullish,$TSLA let’s go green time baby !!👋😀,Tesla let’s go green time baby !! [waving hand]  [grinning face]
103145,2020-06-02,CCL,optimism,bullish,$CCL I’m gonna just leave this here for all the bears 🐻 to remember. #Winning,Carnival I’m gonna just leave this here for all the bears  [bear]  to remember. #Winning
